id,label,type,title,tags,score,recommendation,evidence_level,workflow_stage,review_type,tracking_status,partnership_type
source::https_www.marketresearch.com_global-markets-direct-v3480_stroke-drugs-d_51a7d3b9,MarketResearch/GlobalData stroke pipeline report,source,Source__MarketResearch_GlobalData_stroke_pipeline_report,pipeline/source;source/market,,,E2,,,,
source::https_www.ncbi.nlm.nih.gov_gene_54822,NCBI Gene TRPM7,source,Source__NCBI_Gene_TRPM7,pipeline/source;source/other,,,E2,,,,
source::https_www.nature.com_articles_s41467-023-38362-3,Structural mechanisms of TRPM7 activation and inhibition,source,Source__Structural_mechanisms_of_TRPM7_activation_and_inhibition,pipeline/source;source/publication,,,E2,,,,
source::https_link.springer.com_article_10.1186_s12974-024-03292-4,TRPM7 contributes to pyroptosis and status epilepticus,source,Source__TRPM7_contributes_to_pyroptosis_and_status_epilepticus,pipeline/source;source/publication,,,E2,,,,
source::https_www.vivavisionbio.com_en,VivaVision official website,source,Source__VivaVision_official_website,pipeline/source;source/official_company,,,E2,,,,
source::https_www.vivabioinnovator.com_news_vvn539-a-dual-target-innovative-dru_6bd2c1f0,VVN539 Phase II announcement,source,Source__VVN539_Phase_II_announcement,pipeline/source;source/official_company,,,E2,,,,
source::https_pubmed.ncbi.nlm.nih.gov_38192683,VVN539 Phase 2 publication,source,Source__VVN539_Phase_2_publication,pipeline/source;source/publication,,,E2,,,,
source::https_patents.google.com_patent_cn118340775a_en,VVN539 patent,source,Source__VVN539_patent,pipeline/source;source/other,,,E2,,,,
source::https_rupress.org_jgp_article_156_1_e202313419_276399_analogs-of-fty720_995336bc,JGP FTY720 analogs inhibit TRPM7,source,Source__JGP_FTY720_analogs_inhibit_TRPM7,pipeline/source;source/publication,,,E2,,,,
source::https_pubmed.ncbi.nlm.nih.gov_37433006,Science Signaling TRPM7 kinase activity and amyloid-beta degradation,source,Source__Science_Signaling_TRPM7_kinase_activity_and_amyloid-beta_degradation,pipeline/source;source/publication,,,E2,,,,
source::https_www.cdc.gov_stroke_data-research_facts-stats_index.html,CDC Stroke Facts,source,Source__CDC_Stroke_Facts,pipeline/source;source/market,,,E2,,,,
source::https_www.stroke.org_en_about-stroke_types-of-stroke_ischemic-stroke-clots,American Stroke Association Ischemic Stroke,source,Source__American_Stroke_Association_Ischemic_Stroke,pipeline/source;source/market,,,E2,,,,
source::https_www.cell.com_cell-reports_fulltext_s2211-1247%2824%2900436-4,CCT128930 source,source,Source__CCT128930_source,pipeline/source;source/other,,,E2,,,,
source::https_synapse.patsnap.com_drug_fc93832996cf23becaadb14833e7a0a4,Waixenicin A source,source,Source__Waixenicin_A_source,pipeline/source;source/other,,,E2,,,,
source::https_www.mdpi.com_1422-0067_25_2_719,https://www.mdpi.com/1422-0067/25/2/719,source,Source__https_www.mdpi.com_1422-0067_25_2_719,pipeline/source;source/other,,,E2,,,,
source::https_www.ahajournals.org_doi_10.1161_strokeaha.116.015822,https://www.ahajournals.org/doi/10.1161/STROKEAHA.116.015822,source,Source__https_www.ahajournals.org_doi_10.1161_STROKEAHA.116.015822,pipeline/source;source/other,,,E2,,,,
asset::hy209_nucerin,HY209 / NuCerin,asset,Asset__HY209_NuCerin,pipeline/asset;theme/neuroimmune,16,Watch,E3,,,,
review::shaperon_hy209_nucerin_20260622,Full Scout — HY209 / NuCerin,review,Review__Shaperon_HY209_NuCerin_20260622,pipeline/review;workflow/full_scout,16,Watch,E3,Full Scout,Full Scout,,
company::shaperon_inc,Shaperon Inc.,company,Company__Shaperon_Inc,pipeline/company,,,,,,,
target::gpcr19_tgr5_with_downstream_p2x7r-nlrp3_inflammasome_modulation,GPCR19 / TGR5 with downstream P2X7R-NLRP3 inflammasome modulation,target,Target__GPCR19_TGR5_with_downstream_P2X7R-NLRP3_inflammasome_modulation,pipeline/target,,,,,,,
"moa::hy209_tdca_activates_gpcr19_tgr5_and_modulates_gpcr19-p2x7_interaction,_4c969749","HY209/TDCA activates GPCR19/TGR5 and modulates GPCR19-P2X7 interaction, suppressing P2X7R-mediated Ca2+ mobilization, NLRP3 activation and IL-1β/IL-18 production in microglia; in AD mouse models it is reported to reduce Aβ plaques, microgliosis and neuronal loss and improve memory.",moa,"MoA__HY209_TDCA_activates_GPCR19_TGR5_and_modulates_GPCR19-P2X7_interaction,_4c969749",pipeline/moa,,,,,,,
indication::alzheimer’s_disease,Alzheimer’s disease,indication,Indication__Alzheimer’s_disease,pipeline/indication,,,,,,,
scorecard::shaperon_hy209_nucerin_20260622,Scorecard - HY209 / NuCerin,scorecard,Scorecard__HY209_NuCerin__Shaperon_HY209_NuCerin_20260622,pipeline/scorecard,16,Watch,E3,,,,
competitor::eisai_biogen_bioarctic_leqembi_lecanemab,Leqembi / lecanemab,competitor,Competitor__Eisai_Biogen_BioArctic__Leqembi_lecanemab,pipeline/competitor,,,,,,,
competitor::eli_lilly_kisunla_donanemab,Kisunla / donanemab,competitor,Competitor__Eli_Lilly__Kisunla_donanemab,pipeline/competitor,,,,,,,
competitor::nodthera_nt-0796,NT-0796,competitor,Competitor__NodThera__NT-0796,pipeline/competitor,,,,,,,
competitor::ventyx_biosciences_vtx3232,VTX3232,competitor,Competitor__Ventyx_Biosciences__VTX3232,pipeline/competitor,,,,,,,
competitor::ventus_therapeutics_vent-02,VENT-02,competitor,Competitor__Ventus_Therapeutics__VENT-02,pipeline/competitor,,,,,,,
competitor::olatec_dapansutrile_olt1177,Dapansutrile / OLT1177,competitor,Competitor__Olatec__Dapansutrile_OLT1177,pipeline/competitor,,,,,,,
source::https_shaperon.com_en_sub_pipeline.html,Shaperon official pipeline page,source,Source__Shaperon_official_pipeline_page,pipeline/source;source/other,,,E3,,,,
source::https_shaperon.com_en_main_main.html,Shaperon official homepage,source,Source__Shaperon_official_homepage,pipeline/source;source/official_company,,,E3,,,,
source::https_www.frontiersin.org_journals_immunology_articles_10.3389_fimmu.20_fc7b5288,Frontiers Immunology GPCR19/P2X7R/NLRP3 AD mouse paper,source,Source__Frontiers_Immunology_GPCR19_P2X7R_NLRP3_AD_mouse_paper,pipeline/source;source/publication,,,E3,,,,
source::https_www.centerwatch.com_clinical-trials_listings_nct06533878_evaluate_75da78f2,NCT06533878 HY209 Phase 1 listing,source,Source__NCT06533878_HY209_Phase_1_listing,pipeline/source;source/clinical_trial_registry,,,E3,,,,
source::https_app.rndcircle.io_lab_c061ff05-ac82-4bae-93f1-aa04115834c0_papers_aa7299bb,NuCerin oral HY209 AD mouse abstract summary,source,Source__NuCerin_oral_HY209_AD_mouse_abstract_summary,pipeline/source;source/publication,,,E3,,,,
source::ai_draft_search_note,AI draft search note,source,Source__AI_draft_search_note,pipeline/source;source/other,,,E3,,,,
source::https_englishdart.fss.or.kr_dsbc001_selectpopup.ax_selectkey=01387164,DART Shaperon company profile,source,Source__DART_Shaperon_company_profile,pipeline/source;source/company_registry,,,E3,,,,
source::https_www.bio.org_events_bio-international-convention_sessions_2420132,BIO company profile,source,Source__BIO_company_profile,pipeline/source;source/company_profile,,,E3,,,,
source::https_www.who.int_news-room_fact-sheets_detail_dementia,WHO dementia fact sheet,source,Source__WHO_dementia_fact_sheet,pipeline/source;source/market,,,E3,,,,
source::https_www.alz.org_alzheimers-dementia_facts-figures,Alzheimer's Association Facts and Figures,source,Source__Alzheimer's_Association_Facts_and_Figures,pipeline/source;source/market,,,E3,,,,
source::https_www.nodthera.com_news_nodtheras-nlrp3-inhibitor-nt-0796-reverses-_4c6e96b7,NT-0796 source,source,Source__NT-0796_source,pipeline/source;source/other,,,E3,,,,
source::https_clinicaltrials.gov_study_nct06556173,VTX3232 source,source,Source__VTX3232_source,pipeline/source;source/other,,,E3,,,,
source::https_www.ventustx.com_ventus-therapeutics-announces-first-patient-dose_15e90dd2,VENT-02 source,source,Source__VENT-02_source,pipeline/source;source/other,,,E3,,,,
source::https_www.frontiersin.org_journals_pharmacology_articles_10.3389_fphar._243e0656,Dapansutrile / OLT1177 source,source,Source__Dapansutrile_OLT1177_source,pipeline/source;source/other,,,E3,,,,
source::https_hudsontherapeutics.com_inflammasome,https://hudsontherapeutics.com/inflammasome,source,Source__https_hudsontherapeutics.com_inflammasome,pipeline/source;source/other,,,E3,,,,
source::https_www.frontiersin.org_journals_pharmacology_articles_10.3389_fphar._78cd83ed,https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2022.845185/full,source,Source__https_www.frontiersin.org_journals_pharmacology_articles_10.3389_fphar._78cd83ed,pipeline/source;source/other,,,E3,,,,
source::https_www.alzdiscovery.org_uploads_cognitive_vitality_media_nlrp3_inhib_1c280093,https://www.alzdiscovery.org/uploads/cognitive_vitality_media/NLRP3_Inhibitors_UPDATE_%28drug_in_development%29.pdf,source,Source__https_www.alzdiscovery.org_uploads_cognitive_vitality_media_NLRP3_Inhib_1c280093,pipeline/source;source/other,,,E3,,,,
source::https_www.mdpi.com_1422-0067_25_17_9279,https://www.mdpi.com/1422-0067/25/17/9279,source,Source__https_www.mdpi.com_1422-0067_25_17_9279,pipeline/source;source/other,,,E3,,,,
source::https_pmc.ncbi.nlm.nih.gov_articles_pmc11212731,https://pmc.ncbi.nlm.nih.gov/articles/PMC11212731/,source,Source__https_pmc.ncbi.nlm.nih.gov_articles_PMC11212731,pipeline/source;source/other,,,E3,,,,
source::https_doaj.org_article_89f6e0b19a8d46f9b3063ba13be1f0d1,https://doaj.org/article/89f6e0b19a8d46f9b3063ba13be1f0d1,source,Source__https_doaj.org_article_89f6e0b19a8d46f9b3063ba13be1f0d1,pipeline/source;source/other,,,E3,,,,
source::https_www.bioworld.com_articles_518211-bridge-biotherapeutics-inks-30b-_dd0e8f4d,https://www.bioworld.com/articles/518211-bridge-biotherapeutics-inks-30b-deal-with-shaperon-for-gpcr19-agonist,source,Source__https_www.bioworld.com_articles_518211-bridge-biotherapeutics-inks-30b-_dd0e8f4d,pipeline/source;source/other,,,E3,,,,
source::https_link.springer.com_article_10.1186_s12974-021-02087-1,https://link.springer.com/article/10.1186/s12974-021-02087-1,source,Source__https_link.springer.com_article_10.1186_s12974-021-02087-1,pipeline/source;source/other,,,E3,,,,
asset::meta-01_meta-1i_mp-5342,META-01 / META-1i / MP-5342,asset,Asset__META-01_META-1i_MP-5342,pipeline/asset;theme/neuroimmune,11,Watch,E2,,,,
review::meta_pharmaceuticals_meta01_mp5342_20260622,Full Scout — META-01 / META-1i / MP-5342,review,Review__META_Pharmaceuticals_META01_MP5342_20260622,pipeline/review;workflow/full_scout,11,Watch,E2,Full Scout,Full Scout,,
company::meta_pharmaceuticals_inc,META Pharmaceuticals Inc.,company,Company__META_Pharmaceuticals_Inc,pipeline/company,,,,,,,
target::ldh_lactate_dehydrogenase;_likely_ldha-focused_but_isoform_selectivity_2955c872,LDH / lactate dehydrogenase; likely LDHA-focused but isoform selectivity is not fully public,target,Target__LDH_lactate_dehydrogenase;_likely_LDHA-focused_but_isoform_selectivity_2955c872,pipeline/target,,,,,,,
moa::oral_small-molecule_ldh_inhibition_intended_to_modulate_immune-cell_glu_8049671b,"Oral small-molecule LDH inhibition intended to modulate immune-cell glucose metabolism and T-cell/B-cell function, restoring immune balance and reducing pathogenic inflammation. CNS relevance is indirect through autoimmune/neuroimmune expansion such as multiple sclerosis.",moa,MoA__Oral_small-molecule_LDH_inhibition_intended_to_modulate_immune-cell_glu_8049671b,pipeline/moa,,,,,,,
modality::oral_small_molecule;_immunometabolism_platform;_ai-assisted_metabolic_p_ce1f0603,Oral small molecule; immunometabolism platform; AI-assisted metabolic pathway target discovery with XtalPi AI/FEP/robotic synthesis support,modality,Modality__Oral_small_molecule;_immunometabolism_platform;_AI-assisted_metabolic_p_ce1f0603,pipeline/modality,,,,,,,
indication::lead_disclosed_indication_inflammatory_bowel_disease;_expansion_potenti_5e2ac79e,"Lead disclosed indication: inflammatory bowel disease; expansion potential claimed for MS, PBC and atopic dermatitis",indication,Indication__Lead_disclosed_indication_inflammatory_bowel_disease;_expansion_potenti_5e2ac79e,pipeline/indication,,,,,,,
cluster::말초_면역기관_연결,말초 면역기관 연결,cluster,Cluster__말초_면역기관_연결,skbp/cluster,,,,,,,
scorecard::meta_pharmaceuticals_meta01_mp5342_20260622,Scorecard - META-01 / META-1i / MP-5342,scorecard,Scorecard__META-01_META-1i_MP-5342__META_Pharmaceuticals_META01_MP5342_20260622,pipeline/scorecard,11,Watch,E2,,,,
competitor::abbvie_skyrizi_risankizumab,Skyrizi / risankizumab,competitor,Competitor__AbbVie__Skyrizi_risankizumab,pipeline/competitor,,,,,,,
competitor::abbvie_rinvoq_upadacitinib,Rinvoq / upadacitinib,competitor,Competitor__AbbVie__Rinvoq_upadacitinib,pipeline/competitor,,,,,,,
competitor::eli_lilly_omvoh_mirikizumab,Omvoh / mirikizumab,competitor,Competitor__Eli_Lilly__Omvoh_mirikizumab,pipeline/competitor,,,,,,,
competitor::takeda_entyvio_vedolizumab,Entyvio / vedolizumab,competitor,Competitor__Takeda__Entyvio_vedolizumab,pipeline/competitor,,,,,,,
competitor::merck_tulisokibart_mk-7240,Tulisokibart / MK-7240,competitor,Competitor__Merck__Tulisokibart_MK-7240,pipeline/competitor,,,,,,,
competitor::sanofi_teva_duvakitug_tev-48574,Duvakitug / TEV-48574,competitor,Competitor__Sanofi_Teva__Duvakitug_TEV-48574,pipeline/competitor,,,,,,,
competitor::roche_telavant_rvt-3101_afimkibart,RVT-3101 / afimkibart,competitor,Competitor__Roche_Telavant__RVT-3101_afimkibart,pipeline/competitor,,,,,,,
competitor::academic_tool_compounds_fx11_gsk2837808a-type_ldha_inhibitors,FX11 / GSK2837808A-type LDHA inhibitors,competitor,Competitor__Academic_tool_compounds__FX11_GSK2837808A-type_LDHA_inhibitors,pipeline/competitor,,,,,,,
source::https_en.metabiopharma.com,META Pharmaceuticals official homepage,source,Source__META_Pharmaceuticals_official_homepage,pipeline/source;source/other,,,E2,,,,
source::https_en.metabiopharma.com_index.php_news,META Pharmaceuticals official news,source,Source__META_Pharmaceuticals_official_news,pipeline/source;source/official_company,,,E2,,,,
source::https_metabiopharma.com,META Pharmaceuticals Chinese official site,source,Source__META_Pharmaceuticals_Chinese_official_site,pipeline/source;source/official_company,,,E2,,,,
source::https_synapse.patsnap.com_drug_7196b08c3c4b4dd3bbc0cd3292c675b0,Synapse META-01 profile,source,Source__Synapse_META-01_profile,pipeline/source;source/other,,,E2,,,,
source::https_www.prnewswire.com_apac_news-releases_xtalpi-holdings-announces-f_7598d997,XtalPi 2025 annual results,source,Source__XtalPi_2025_annual_results,pipeline/source;source/news,,,E2,,,,
source::https_pubmed.ncbi.nlm.nih.gov_27708054,Science 2016 LDHA/T helper 1 paper,source,Source__Science_2016_LDHA_T_helper_1_paper,pipeline/source;source/publication,,,E2,,,,
source::https_pubmed.ncbi.nlm.nih.gov_33479154,Science 2021 CD8 T-cell LDHA paper,source,Source__Science_2021_CD8_T-cell_LDHA_paper,pipeline/source;source/publication,,,E2,,,,
source::https_pmc.ncbi.nlm.nih.gov_articles_pmc10069527,Global IBD burden paper,source,Source__Global_IBD_burden_paper,pipeline/source;source/market,,,E2,,,,
source::https_en.metabiopharma.com_index.php_about,META Pharmaceuticals About page,source,Source__META_Pharmaceuticals_About_page,pipeline/source;source/official_company,,,E2,,,,
source::https_www.hkstp.org_en_park-life_news-and-events_news_meta-pharm-inc-an_bd5ce4fb,HKSTP Series A1 financing news,source,Source__HKSTP_Series_A1_financing_news,pipeline/source;source/news,,,E2,,,,
source::https_synapse.patsnap.com_organization_beb5d2619a0c1fa0af931d10269fb4e4,Synapse Shenzhen META Pharmaceuticals organization profile,source,Source__Synapse_Shenzhen_META_Pharmaceuticals_organization_profile,pipeline/source;source/other,,,E2,,,,
source::https_adisinsight.springer.com_drugs_800074116,AdisInsight META 1i,source,Source__AdisInsight_META_1i,pipeline/source;source/other,,,E2,,,,
source::https_pubmed.ncbi.nlm.nih.gov_33979589,Immunity 2021 Th17 glycolysis paper,source,Source__Immunity_2021_Th17_glycolysis_paper,pipeline/source;source/publication,,,E2,,,,
source::https_www.cdc.gov_inflammatory-bowel-disease_php_facts-stats_index.html,CDC IBD facts and stats,source,Source__CDC_IBD_facts_and_stats,pipeline/source;source/market,,,E2,,,,
source::https_news.abbvie.com_2024-06-18-u-s-fda-approves-skyrizi-r-risankizuma_56617c43,Skyrizi / risankizumab source,source,Source__Skyrizi_risankizumab_source,pipeline/source;source/other,,,E2,,,,
source::https_news.abbvie.com_2025-10-13-u-s-food-and-drug-administration-fda-a_94c1c66c,Rinvoq / upadacitinib source,source,Source__Rinvoq_upadacitinib_source,pipeline/source;source/other,,,E2,,,,
source::https_www.prnewswire.com_news-releases_fda-approves-lillys-omvoh-miriki_bad9781b,Omvoh / mirikizumab source,source,Source__Omvoh_mirikizumab_source,pipeline/source;source/other,,,E2,,,,
source::https_www.takeda.com_newsroom_newsreleases_2024_fda-approves-subcutaneo_626609f9,Entyvio / vedolizumab source,source,Source__Entyvio_vedolizumab_source,pipeline/source;source/other,,,E2,,,,
source::https_www.merck.com_news_merck-to-present-new-long-term-data-for-tuliso_47bdd5f3,Tulisokibart / MK-7240 source,source,Source__Tulisokibart_MK-7240_source,pipeline/source;source/other,,,E2,,,,
source::https_www.sanofi.com_en_media-room_press-releases_2026_2026-02-17-11-00_04c36811,Duvakitug / TEV-48574 source,source,Source__Duvakitug_TEV-48574_source,pipeline/source;source/other,,,E2,,,,
source::https_www.roche.com_investors_updates_inv-update-2023-10-23,RVT-3101 / afimkibart source,source,Source__RVT-3101_afimkibart_source,pipeline/source;source/other,,,E2,,,,
